Date,Footfall
10/4/2013,
10/4/2013,22224
11/4/2013,
11/4/2013,15099
12/4/2013,
12/4/2013,15964
13/04/2013,
13/04/2013,31744
14/04/2013,
14/04/2013,9694
15/04/2013,
15/04/2013,19628
16/04/2013,
16/04/2013,17556
17/04/2013,
17/04/2013,11993
18/04/2013,
18/04/2013,15309
19/04/2013,
19/04/2013,18950
20/04/2013,
20/04/2013,40773
21/04/2013,
21/04/2013,12461
22/04/2013,
22/04/2013,14316
23/04/2013,
23/04/2013,18612
24/04/2013,
24/04/2013,15361
25/04/2013,
25/04/2013,12666
26/04/2013,
26/04/2013,23875
27/04/2013,
27/04/2013,38141
28/04/2013,
28/04/2013,11661
1/5/2013,
1/5/2013,20420
2/5/2013,
2/5/2013,21481
3/5/2013,
3/5/2013,18372
4/5/2013,
4/5/2013,27669
5/5/2013,
5/5/2013,15914
29/04/2013,
29/04/2013,19014
30/04/2013,
30/04/2013,17051
6/5/2013,
6/5/2013,26767
7/5/2013,
7/5/2013,20090
8/5/2013,
8/5/2013,12466
9/5/2013,
9/5/2013,14652
10/5/2013,
10/5/2013,17275
11/5/2013,
11/5/2013,24946
12/5/2013,
12/5/2013,9712
13/05/2013,
13/05/2013,17944
14/05/2013,
14/05/2013,14259
15/05/2013,
15/05/2013,12802
16/05/2013,
16/05/2013,16765
17/05/2013,
17/05/2013,21385
18/05/2013,
18/05/2013,18380
19/05/2013,
19/05/2013,18414
20/05/2013,
20/05/2013,15851
21/05/2013,
21/05/2013,14299
22/05/2013,
22/05/2013,21661
23/05/2013,
23/05/2013,14733
24/05/2013,
24/05/2013,15416
25/05/2013,
25/05/2013,43083
26/05/2013,
26/05/2013,27593
1/6/2013,
1/6/2013,34788
2/6/2013,
2/6/2013,25451
27/05/2013,
27/05/2013,26270
28/05/2013,
28/05/2013,21124
29/05/2013,
29/05/2013,15708
30/05/2013,
30/05/2013,18291
31/05/2013,
31/05/2013,28443
3/6/2013,
3/6/2013,18962
4/6/2013,
4/6/2013,17389
5/6/2013,
5/6/2013,11491
6/6/2013,
6/6/2013,29089
7/6/2013,
7/6/2013,32200
8/6/2013,
8/6/2013,52118
9/6/2013,
9/6/2013,19032
10/6/2013,
10/6/2013,11267
11/6/2013,
11/6/2013,10270
12/6/2013,
12/6/2013,12603
13/06/2013,
13/06/2013,12520
14/06/2013,
14/06/2013,17353
15/06/2013,
15/06/2013,26993
16/06/2013,
16/06/2013,15292
17/06/2013,
17/06/2013,16310
18/06/2013,
18/06/2013,17935
19/06/2013,
19/06/2013,16444
20/06/2013,
20/06/2013,15135
21/06/2013,
21/06/2013,17425
22/06/2013,
22/06/2013,23119
23/06/2013,
23/06/2013,14053
24/06/2013,
24/06/2013,15322
25/06/2013,
25/06/2013,19222
26/06/2013,
26/06/2013,17459
27/06/2013,
27/06/2013,14424
28/06/2013,
28/06/2013,17487
29/06/2013,
29/06/2013,40672
30/06/2013,
30/06/2013,18254
1/7/2013,
1/7/2013,21552
2/7/2013,
2/7/2013,14352
3/7/2013,
3/7/2013,17287
4/7/2013,
4/7/2013,20603
5/7/2013,
5/7/2013,25827
6/7/2013,
6/7/2013,30838
7/7/2013,
7/7/2013,14324
8/7/2013,
8/7/2013,16847
9/7/2013,
9/7/2013,21130
10/7/2013,
10/7/2013,20939
11/7/2013,
11/7/2013,23422
12/7/2013,
12/7/2013,24389
13/07/2013,
13/07/2013,29673
14/07/2013,
14/07/2013,21465
15/07/2013,
15/07/2013,22739
16/07/2013,
16/07/2013,21605
17/07/2013,
17/07/2013,19204
18/07/2013,
18/07/2013,20247
19/07/2013,
19/07/2013,18463
20/07/2013,
20/07/2013,23075
21/07/2013,
21/07/2013,13961
22/07/2013,
22/07/2013,24088
23/07/2013,
23/07/2013,16146
24/07/2013,
24/07/2013,26895
25/07/2013,
25/07/2013,20268
26/07/2013,
26/07/2013,23072
27/07/2013,
27/07/2013,28211
28/07/2013,
28/07/2013,14498
1/8/2013,
1/8/2013,20618
2/8/2013,
2/8/2013,21047
3/8/2013,
3/8/2013,35129
4/8/2013,
4/8/2013,13999
29/07/2013,
29/07/2013,24426
30/07/2013,
30/07/2013,24452
31/07/2013,
31/07/2013,18549
5/8/2013,
5/8/2013,17060
6/8/2013,
6/8/2013,22202
7/8/2013,
7/8/2013,22034
8/8/2013,
8/8/2013,23832
9/8/2013,
9/8/2013,25140
10/8/2013,
10/8/2013,21838
11/8/2013,
11/8/2013,15696
12/8/2013,
12/8/2013,32762
13/08/2013,
13/08/2013,23690
14/08/2013,
14/08/2013,24272
15/08/2013,
15/08/2013,22565
16/08/2013,
16/08/2013,28778
17/08/2013,
17/08/2013,30288
18/08/2013,
18/08/2013,21711
19/08/2013,
19/08/2013,24622
20/08/2013,
20/08/2013,20236
21/08/2013,
21/08/2013,20017
22/08/2013,
22/08/2013,25453
23/08/2013,
23/08/2013,22266
24/08/2013,
24/08/2013,21930
25/08/2013,
25/08/2013,22193
1/9/2013,
1/9/2013,17039
26/08/2013,
26/08/2013,30100
27/08/2013,
27/08/2013,28838
28/08/2013,
28/08/2013,24023
29/08/2013,
29/08/2013,18061
30/08/2013,
30/08/2013,31832
31/08/2013,
31/08/2013,34117
2/9/2013,
2/9/2013,32890
3/9/2013,
3/9/2013,21390
4/9/2013,
4/9/2013,22865
5/9/2013,
5/9/2013,18702
6/9/2013,
6/9/2013,14769
7/9/2013,
7/9/2013,39001
8/9/2013,
8/9/2013,23548
9/9/2013,
9/9/2013,24112
10/9/2013,
10/9/2013,15657
11/9/2013,
11/9/2013,16378
12/9/2013,
12/9/2013,18363
13/09/2013,
13/09/2013,18137
14/09/2013,
14/09/2013,38584
15/09/2013,
15/09/2013,11057
16/09/2013,
16/09/2013,18543
17/09/2013,
17/09/2013,19801
18/09/2013,
18/09/2013,19648
19/09/2013,
19/09/2013,15656
20/09/2013,
20/09/2013,22623
21/09/2013,
21/09/2013,35486
22/09/2013,
22/09/2013,31997
23/09/2013,
23/09/2013,24996
24/09/2013,
24/09/2013,15475
25/09/2013,
25/09/2013,15487
26/09/2013,
26/09/2013,16493
27/09/2013,
27/09/2013,27909
28/09/2013,
28/09/2013,45332
29/09/2013,
29/09/2013,35067
1/10/2013,
1/10/2013,18069
2/10/2013,
2/10/2013,16750
3/10/2013,
3/10/2013,16611
4/10/2013,
4/10/2013,17455
5/10/2013,
5/10/2013,41394
6/10/2013,
6/10/2013,27878
30/09/2013,
30/09/2013,22037
7/10/2013,
7/10/2013,17735
8/10/2013,
8/10/2013,21152
9/10/2013,
9/10/2013,18266
10/10/2013,
10/10/2013,20645
11/10/2013,
11/10/2013,18224
12/10/2013,
12/10/2013,31293
13/10/2013,
13/10/2013,14372
14/10/2013,
14/10/2013,16667
15/10/2013,
15/10/2013,16913
16/10/2013,
16/10/2013,16081
17/10/2013,
17/10/2013,32107
18/10/2013,
18/10/2013,19886
19/10/2013,
19/10/2013,28833
20/10/2013,
20/10/2013,20427
21/10/2013,
21/10/2013,15087
22/10/2013,
22/10/2013,14527
23/10/2013,
23/10/2013,21369
24/10/2013,
24/10/2013,35063
25/10/2013,
25/10/2013,22732
26/10/2013,
26/10/2013,29875
27/10/2013,
27/10/2013,27744
1/11/2013,
1/11/2013,28835
2/11/2013,
2/11/2013,31843
3/11/2013,
3/11/2013,20989
28/10/2013,
28/10/2013,19739
29/10/2013,
29/10/2013,27468
30/10/2013,
30/10/2013,41013
31/10/2013,
31/10/2013,32259
4/11/2013,
4/11/2013,20856
5/11/2013,
5/11/2013,13047
6/11/2013,
6/11/2013,15084
7/11/2013,
7/11/2013,19438
8/11/2013,
8/11/2013,16877
9/11/2013,
9/11/2013,21705
10/11/2013,
10/11/2013,12371
11/11/2013,
11/11/2013,14906
12/11/2013,
12/11/2013,15096
13/11/2013,
13/11/2013,19053
14/11/2013,
14/11/2013,20521
15/11/2013,
15/11/2013,17846
16/11/2013,
16/11/2013,27871
17/11/2013,
17/11/2013,14659
18/11/2013,
18/11/2013,16006
19/11/2013,
19/11/2013,18188
20/11/2013,
20/11/2013,17796
21/11/2013,
21/11/2013,18859
22/11/2013,
22/11/2013,24485
23/11/2013,
23/11/2013,33318
24/11/2013,
24/11/2013,17382
1/12/2013,
1/12/2013,52644
25/11/2013,
25/11/2013,18150
26/11/2013,
26/11/2013,19321
27/11/2013,
27/11/2013,17655
28/11/2013,
28/11/2013,58345
29/11/2013,
29/11/2013,53504
30/11/2013,
30/11/2013,85070
2/12/2013,
2/12/2013,18089
3/12/2013,
3/12/2013,16653
4/12/2013,
4/12/2013,31932
5/12/2013,
5/12/2013,20953
6/12/2013,
6/12/2013,30491
7/12/2013,
7/12/2013,54240
8/12/2013,
8/12/2013,30536
9/12/2013,
9/12/2013,23440
10/12/2013,
10/12/2013,18208
11/12/2013,
11/12/2013,18637
12/12/2013,
12/12/2013,20832
13/12/2013,
13/12/2013,26379
14/12/2013,
14/12/2013,67120
15/12/2013,
15/12/2013,42196
16/12/2013,
16/12/2013,22912
17/12/2013,
17/12/2013,21065
18/12/2013,
18/12/2013,20133
19/12/2013,
19/12/2013,22939
20/12/2013,
20/12/2013,23309
21/12/2013,
21/12/2013,34068
22/12/2013,
22/12/2013,19849
23/12/2013,
23/12/2013,22402
24/12/2013,
24/12/2013,18398
25/12/2013,
25/12/2013,1201
26/12/2013,
26/12/2013,9379
27/12/2013,
27/12/2013,19331
28/12/2013,
28/12/2013,27754
29/12/2013,
29/12/2013,13427
1/1/2014,
1/1/2014,5953
2/1/2014,
2/1/2014,18508
3/1/2014,
3/1/2014,17031
4/1/2014,
4/1/2014,18092
5/1/2014,
5/1/2014,7936
30/12/2013,
30/12/2013,24434
31/12/2013,
31/12/2013,17479
6/1/2014,
6/1/2014,11449
7/1/2014,
7/1/2014,12958
8/1/2014,
8/1/2014,11745
9/1/2014,
9/1/2014,13132
10/1/2014,
10/1/2014,14198
11/1/2014,
11/1/2014,22466
12/1/2014,
12/1/2014,9586
13/01/2014,
13/01/2014,13038
14/01/2014,
14/01/2014,11213
15/01/2014,
15/01/2014,13467
16/01/2014,
16/01/2014,11778
17/01/2014,
17/01/2014,13204
18/01/2014,
18/01/2014,19784
19/01/2014,
19/01/2014,8858
20/01/2014,
20/01/2014,10546
21/01/2014,
21/01/2014,10394
22/01/2014,
22/01/2014,11914
23/01/2014,
23/01/2014,13285
24/01/2014,
24/01/2014,18833
25/01/2014,
25/01/2014,31554
26/01/2014,
26/01/2014,11739
1/2/2014,
1/2/2014,31974
2/2/2014,
2/2/2014,15682
27/01/2014,
27/01/2014,15314
28/01/2014,
28/01/2014,14090
29/01/2014,
29/01/2014,15941
30/01/2014,
30/01/2014,15451
31/01/2014,
31/01/2014,17171
3/2/2014,
3/2/2014,15340
4/2/2014,
4/2/2014,22661
5/2/2014,
5/2/2014,14115
6/2/2014,
6/2/2014,16168
7/2/2014,
7/2/2014,23794
8/2/2014,
8/2/2014,28392
9/2/2014,
9/2/2014,14266
10/2/2014,
10/2/2014,22266
11/2/2014,
11/2/2014,15655
12/2/2014,
12/2/2014,13737
13/02/2014,
13/02/2014,24447
14/02/2014,
14/02/2014,18885
15/02/2014,
15/02/2014,27734
16/02/2014,
16/02/2014,26102
17/02/2014,
17/02/2014,22580
18/02/2014,
18/02/2014,29420
19/02/2014,
19/02/2014,27164
20/02/2014,
20/02/2014,29511
21/02/2014,
21/02/2014,25303
22/02/2014,
22/02/2014,38231
23/02/2014,
23/02/2014,15384
1/3/2014,
1/3/2014,38882
2/3/2014,
2/3/2014,13201
24/02/2014,
24/02/2014,14123
25/02/2014,
25/02/2014,18703
26/02/2014,
26/02/2014,20079
27/02/2014,
27/02/2014,25383
28/02/2014,
28/02/2014,15346
3/3/2014,
3/3/2014,17290
4/3/2014,
4/3/2014,21627
5/3/2014,
5/3/2014,19815
6/3/2014,
6/3/2014,17127
7/3/2014,
7/3/2014,17262
8/3/2014,
8/3/2014,32384
9/3/2014,
9/3/2014,19080
10/3/2014,
10/3/2014,20627
11/3/2014,
11/3/2014,18991
12/3/2014,
12/3/2014,19524
13/03/2014,
13/03/2014,18258
14/03/2014,
14/03/2014,14428
15/03/2014,
15/03/2014,19622
16/03/2014,
16/03/2014,11860
17/03/2014,
17/03/2014,17358
18/03/2014,
18/03/2014,17063
19/03/2014,11798
19/03/2014,13258
20/03/2014,10725
20/03/2014,16981
21/03/2014,1594
21/03/2014,12470
21/03/2014,3636
21/03/2014,24307
22/03/2014,1443
22/03/2014,19358
22/03/2014,4997
22/03/2014,20345
23/03/2014,649
23/03/2014,11509
23/03/2014,2549
23/03/2014,10868
24/03/2014,1591
24/03/2014,11928
24/03/2014,3132
24/03/2014,15941
25/03/2014,1545
25/03/2014,10620
25/03/2014,2899
25/03/2014,16930
26/03/2014,2192
26/03/2014,13126
26/03/2014,3040
26/03/2014,15239
27/03/2014,1762
27/03/2014,10381
27/03/2014,2964
27/03/2014,18374
28/03/2014,2022
28/03/2014,13586
28/03/2014,3744
28/03/2014,21489
29/03/2014,2439
29/03/2014,24475
29/03/2014,5235
29/03/2014,41376
30/03/2014,1363
30/03/2014,12445
30/03/2014,2312
30/03/2014,15131
1/4/2014,
1/4/2014,11502
1/4/2014,3159
1/4/2014,22001
2/4/2014,1073
2/4/2014,11599
2/4/2014,2997
2/4/2014,22832
3/4/2014,1316
3/4/2014,11704
3/4/2014,3059
3/4/2014,23631
4/4/2014,1988
4/4/2014,14006
4/4/2014,3591
4/4/2014,24680
5/4/2014,2459
5/4/2014,21017
5/4/2014,4971
5/4/2014,41181
5/4/2014,14619
6/4/2014,1410
6/4/2014,11420
6/4/2014,2878
6/4/2014,27209
6/4/2014,8940
31/03/2014,2005
31/03/2014,12613
31/03/2014,2731
31/03/2014,21564
7/4/2014,1914
7/4/2014,12174
7/4/2014,3142
7/4/2014,19978
7/4/2014,7869
8/4/2014,2413
8/4/2014,13127
8/4/2014,3460
8/4/2014,27353
8/4/2014,8965
9/4/2014,1936
9/4/2014,14512
9/4/2014,3157
9/4/2014,24667
9/4/2014,13617
10/4/2014,2224
10/4/2014,13903
10/4/2014,3964
10/4/2014,26049
10/4/2014,9110
11/4/2014,2434
11/4/2014,13529
11/4/2014,4321
11/4/2014,19684
11/4/2014,9872
12/4/2014,2521
12/4/2014,20083
12/4/2014,4384
12/4/2014,14589
12/4/2014,14112
13/04/2014,1812
13/04/2014,11617
13/04/2014,3049
13/04/2014,10167
13/04/2014,9358
14/04/2014,2271
14/04/2014,14598
14/04/2014,3929
14/04/2014,14675
14/04/2014,8564
15/04/2014,2598
15/04/2014,13724
15/04/2014,4338
15/04/2014,15193
15/04/2014,10536
16/04/2014,2375
16/04/2014,16517
16/04/2014,4229
16/04/2014,15121
16/04/2014,10851
17/04/2014,2299
17/04/2014,17351
17/04/2014,3588
17/04/2014,12840
17/04/2014,11189
18/04/2014,2340
18/04/2014,19401
18/04/2014,4514
18/04/2014,19092
18/04/2014,14184
19/04/2014,2610
19/04/2014,22673
19/04/2014,4757
19/04/2014,19260
19/04/2014,16879
20/04/2014,1681
20/04/2014,11015
20/04/2014,3262
20/04/2014,10727
20/04/2014,11029
21/04/2014,1808
21/04/2014,16122
21/04/2014,3390
21/04/2014,14080
21/04/2014,11372
22/04/2014,1728
22/04/2014,12715
22/04/2014,2854
22/04/2014,9605
22/04/2014,8036
23/04/2014,2165
23/04/2014,14793
23/04/2014,3445
23/04/2014,11264
23/04/2014,8120
24/04/2014,1909
24/04/2014,14314
24/04/2014,3583
24/04/2014,12640
24/04/2014,8815
25/04/2014,1791
25/04/2014,14012
25/04/2014,3548
25/04/2014,10984
25/04/2014,9179
26/04/2014,2453
26/04/2014,19461
26/04/2014,4570
26/04/2014,15756
26/04/2014,14608
27/04/2014,1501
27/04/2014,12749
27/04/2014,2451
27/04/2014,7097
27/04/2014,8671
1/5/2014,1652
1/5/2014,11896
1/5/2014,3171
1/5/2014,8687
1/5/2014,6736
2/5/2014,2482
2/5/2014,15307
2/5/2014,3891
2/5/2014,13904
2/5/2014,8920
3/5/2014,2999
3/5/2014,19524
3/5/2014,5971
3/5/2014,22206
3/5/2014,15167
4/5/2014,1304
4/5/2014,16544
4/5/2014,3699
4/5/2014,10717
4/5/2014,8161
28/04/2014,1763
28/04/2014,13552
28/04/2014,3004
28/04/2014,12188
28/04/2014,7377
29/04/2014,1721
29/04/2014,12757
29/04/2014,2907
29/04/2014,10101
29/04/2014,6805
30/04/2014,1698
30/04/2014,13564
30/04/2014,2938
30/04/2014,8959
30/04/2014,6661
5/5/2014,1552
5/5/2014,16886
5/5/2014,3043
5/5/2014,13187
5/5/2014,11570
6/5/2014,1522
6/5/2014,11984
6/5/2014,3289
6/5/2014,11110
6/5/2014,6906
7/5/2014,1727
7/5/2014,12254
7/5/2014,3014
7/5/2014,8212
7/5/2014,6845
8/5/2014,1727
8/5/2014,11682
8/5/2014,3015
8/5/2014,8160
8/5/2014,7061
9/5/2014,2248
9/5/2014,13373
9/5/2014,3731
9/5/2014,9628
9/5/2014,8295
10/5/2014,2590
10/5/2014,18045
10/5/2014,4468
10/5/2014,13508
10/5/2014,14454
11/5/2014,1473
11/5/2014,10428
11/5/2014,2483
11/5/2014,6472
11/5/2014,8326
12/5/2014,1949
12/5/2014,11436
12/5/2014,3125
12/5/2014,10334
12/5/2014,6614
13/05/2014,1936
13/05/2014,11903
13/05/2014,3209
13/05/2014,9814
13/05/2014,7029
14/05/2014,1999
14/05/2014,12434
14/05/2014,4241
14/05/2014,11295
14/05/2014,7507
15/05/2014,1981
15/05/2014,14004
15/05/2014,3800
15/05/2014,9875
15/05/2014,8077
16/05/2014,2500
16/05/2014,16196
16/05/2014,5320
16/05/2014,12742
16/05/2014,9118
17/05/2014,2717
17/05/2014,19332
17/05/2014,5521
17/05/2014,17456
17/05/2014,14292
18/05/2014,1691
18/05/2014,13178
18/05/2014,2820
18/05/2014,9537
18/05/2014,9098
19/05/2014,2020
19/05/2014,13624
19/05/2014,3559
19/05/2014,12022
19/05/2014,7398
20/05/2014,1853
20/05/2014,12555
20/05/2014,3094
20/05/2014,9812
20/05/2014,7231
21/05/2014,1985
21/05/2014,13243
21/05/2014,3682
21/05/2014,11531
21/05/2014,7908
22/05/2014,1604
22/05/2014,11394
22/05/2014,2895
22/05/2014,8266
22/05/2014,7562
23/05/2014,1976
23/05/2014,13938
23/05/2014,3423
23/05/2014,9565
23/05/2014,7644
24/05/2014,2190
24/05/2014,18612
24/05/2014,4241
24/05/2014,12935
24/05/2014,14851
25/05/2014,1751
25/05/2014,15014
25/05/2014,3494
25/05/2014,9624
25/05/2014,13621
1/6/2014,1562
1/6/2014,12734
1/6/2014,2997
1/6/2014,10690
1/6/2014,9458
26/05/2014,1736
26/05/2014,18216
26/05/2014,3667
26/05/2014,12691
26/05/2014,13062
27/05/2014,1810
27/05/2014,16209
27/05/2014,3089
27/05/2014,11465
27/05/2014,10153
28/05/2014,1650
28/05/2014,13839
28/05/2014,3225
28/05/2014,11590
28/05/2014,9266
29/05/2014,2047
29/05/2014,14785
29/05/2014,3476
29/05/2014,12934
29/05/2014,10478
30/05/2014,2436
30/05/2014,18974
30/05/2014,3997
30/05/2014,15755
30/05/2014,12909
31/05/2014,2375
31/05/2014,23346
31/05/2014,5731
31/05/2014,15865
31/05/2014,14399
2/6/2014,1651
2/6/2014,13655
2/6/2014,3003
2/6/2014,10723
2/6/2014,7243
3/6/2014,1584
3/6/2014,12672
3/6/2014,2838
3/6/2014,9138
3/6/2014,7441
4/6/2014,1562
4/6/2014,11415
4/6/2014,3223
4/6/2014,9836
4/6/2014,7902
5/6/2014,1921
5/6/2014,14828
5/6/2014,3092
5/6/2014,10769
5/6/2014,8227
6/6/2014,2482
6/6/2014,15708
6/6/2014,4829
6/6/2014,15186
6/6/2014,10027
7/6/2014,2169
7/6/2014,18245
7/6/2014,4200
7/6/2014,12298
7/6/2014,14681
8/6/2014,1701
8/6/2014,14158
8/6/2014,3050
8/6/2014,10389
8/6/2014,10224
9/6/2014,1567
9/6/2014,13155
9/6/2014,3159
9/6/2014,10025
9/6/2014,7541
10/6/2014,2229
10/6/2014,13676
10/6/2014,3363
10/6/2014,11974
10/6/2014,7943
11/6/2014,1694
11/6/2014,14840
11/6/2014,3455
11/6/2014,11460
11/6/2014,8209
12/6/2014,2261
12/6/2014,14458
12/6/2014,3805
12/6/2014,12556
12/6/2014,8387
13/06/2014,1996
13/06/2014,16456
13/06/2014,4069
13/06/2014,10869
13/06/2014,9095
14/06/2014,2414
14/06/2014,24249
14/06/2014,5298
14/06/2014,17377
14/06/2014,13708
15/06/2014,1326
15/06/2014,13571
15/06/2014,2686
15/06/2014,7749
15/06/2014,10859
16/06/2014,1676
16/06/2014,14323
16/06/2014,2803
16/06/2014,11640
16/06/2014,7586
17/06/2014,1750
17/06/2014,14500
17/06/2014,3070
17/06/2014,11013
17/06/2014,7959
18/06/2014,2012
18/06/2014,13631
18/06/2014,3464
18/06/2014,14253
18/06/2014,8822
19/06/2014,1862
19/06/2014,14746
19/06/2014,3308
19/06/2014,12368
19/06/2014,8669
20/06/2014,2353
20/06/2014,16389
20/06/2014,3977
20/06/2014,16785
20/06/2014,10620
21/06/2014,2490
21/06/2014,23995
21/06/2014,5061
21/06/2014,19478
21/06/2014,14467
22/06/2014,1652
22/06/2014,11944
22/06/2014,2692
22/06/2014,11571
22/06/2014,9749
23/06/2014,1907
23/06/2014,13286
23/06/2014,3233
23/06/2014,13426
23/06/2014,8932
24/06/2014,1743
24/06/2014,13994
24/06/2014,3093
24/06/2014,12122
24/06/2014,8384
25/06/2014,2036
25/06/2014,13441
25/06/2014,3516
25/06/2014,12933
25/06/2014,8562
26/06/2014,1895
26/06/2014,14632
26/06/2014,3338
26/06/2014,13827
26/06/2014,8218
27/06/2014,2048
27/06/2014,13189
27/06/2014,3631
27/06/2014,13394
27/06/2014,9776
28/06/2014,2317
28/06/2014,21522
28/06/2014,4822
28/06/2014,17954
28/06/2014,15954
29/06/2014,1712
29/06/2014,13537
29/06/2014,2840
29/06/2014,12004
29/06/2014,10554
1/7/2014,1899
1/7/2014,13596
1/7/2014,3646
1/7/2014,11558
1/7/2014,8874
2/7/2014,2190
2/7/2014,14841
2/7/2014,3643
2/7/2014,9930
2/7/2014,9899
3/7/2014,1972
3/7/2014,14821
3/7/2014,3477
3/7/2014,9676
3/7/2014,9543
4/7/2014,2298
4/7/2014,15597
4/7/2014,3823
4/7/2014,10433
4/7/2014,10949
5/7/2014,2316
5/7/2014,19930
5/7/2014,4922
5/7/2014,17162
5/7/2014,13947
6/7/2014,1950
6/7/2014,16484
6/7/2014,3885
6/7/2014,13343
6/7/2014,11933
30/06/2014,1869
30/06/2014,14149
30/06/2014,3094
30/06/2014,11725
30/06/2014,9254
7/7/2014,1972
7/7/2014,14427
7/7/2014,3506
7/7/2014,10744
7/7/2014,9861
8/7/2014,1734
8/7/2014,13911
8/7/2014,3352
8/7/2014,9729
8/7/2014,8887
9/7/2014,2252
9/7/2014,14549
9/7/2014,3840
9/7/2014,12568
9/7/2014,9672
10/7/2014,2137
10/7/2014,15853
10/7/2014,3521
10/7/2014,13111
10/7/2014,10515
11/7/2014,2364
11/7/2014,16276
11/7/2014,4722
11/7/2014,15458
11/7/2014,10953
12/7/2014,2822
12/7/2014,23010
12/7/2014,7402
12/7/2014,17877
12/7/2014,16088
13/07/2014,1381
13/07/2014,12799
13/07/2014,2715
13/07/2014,12237
13/07/2014,10404
14/07/2014,2837
14/07/2014,15202
14/07/2014,3557
14/07/2014,13066
14/07/2014,10150
15/07/2014,2455
15/07/2014,15647
15/07/2014,3545
15/07/2014,15050
15/07/2014,10642
16/07/2014,3279
16/07/2014,16424
16/07/2014,3800
16/07/2014,12248
16/07/2014,10144
17/07/2014,2963
17/07/2014,15013
17/07/2014,4204
17/07/2014,15240
17/07/2014,11175
18/07/2014,2197
18/07/2014,17166
18/07/2014,4043
18/07/2014,15352
18/07/2014,10350
19/07/2014,2315
19/07/2014,22009
19/07/2014,4488
19/07/2014,12885
19/07/2014,15811
20/07/2014,1612
20/07/2014,14589
20/07/2014,3051
20/07/2014,10737
20/07/2014,11512
21/07/2014,2123
21/07/2014,16154
21/07/2014,4144
21/07/2014,16357
21/07/2014,10540
22/07/2014,2124
22/07/2014,16396
22/07/2014,3775
22/07/2014,18335
22/07/2014,10544
23/07/2014,2075
23/07/2014,14869
23/07/2014,3877
23/07/2014,15490
23/07/2014,10316
24/07/2014,3147
24/07/2014,15859
24/07/2014,3899
24/07/2014,18760
24/07/2014,10620
25/07/2014,2787
25/07/2014,16251
25/07/2014,4555
25/07/2014,15527
25/07/2014,10617
26/07/2014,2679
26/07/2014,21875
26/07/2014,6442
26/07/2014,17509
26/07/2014,14782
27/07/2014,1625
27/07/2014,14245
27/07/2014,3269
27/07/2014,11385
27/07/2014,11227
1/8/2014,2376
1/8/2014,18454
1/8/2014,3877
1/8/2014,14349
1/8/2014,11697
2/8/2014,2322
2/8/2014,21674
2/8/2014,4905
2/8/2014,17139
2/8/2014,16880
3/8/2014,1709
3/8/2014,17754
3/8/2014,3608
3/8/2014,11027
3/8/2014,12017
28/07/2014,2030
28/07/2014,16592
28/07/2014,3988
28/07/2014,15654
28/07/2014,10448
29/07/2014,1925
29/07/2014,16457
29/07/2014,3728
29/07/2014,16362
29/07/2014,11016
30/07/2014,2037
30/07/2014,17393
30/07/2014,3399
30/07/2014,12797
30/07/2014,11644
31/07/2014,2050
31/07/2014,17539
31/07/2014,3532
31/07/2014,16027
31/07/2014,11701
4/8/2014,2007
4/8/2014,16755
4/8/2014,3794
4/8/2014,17621
4/8/2014,10963
5/8/2014,2046
5/8/2014,16627
5/8/2014,4182
5/8/2014,17865
5/8/2014,11641
6/8/2014,1688
6/8/2014,15910
6/8/2014,3748
6/8/2014,14436
6/8/2014,11342
7/8/2014,2201
7/8/2014,17333
7/8/2014,4150
7/8/2014,17996
7/8/2014,12189
8/8/2014,2001
8/8/2014,16294
8/8/2014,3510
8/8/2014,17630
8/8/2014,9434
9/8/2014,2830
9/8/2014,22351
9/8/2014,5122
9/8/2014,21197
9/8/2014,18022
10/8/2014,1297
10/8/2014,14237
10/8/2014,2403
10/8/2014,9623
10/8/2014,10773
11/8/2014,2069
11/8/2014,15881
11/8/2014,3665
11/8/2014,20401
11/8/2014,10142
12/8/2014,2039
12/8/2014,15055
12/8/2014,3474
12/8/2014,20561
12/8/2014,10997
13/08/2014,1802
13/08/2014,16721
13/08/2014,3775
13/08/2014,22147
13/08/2014,10549
14/08/2014,1889
14/08/2014,16366
14/08/2014,3954
14/08/2014,16529
14/08/2014,11041
15/08/2014,2156
15/08/2014,16711
15/08/2014,3915
15/08/2014,22571
15/08/2014,9211
16/08/2014,2219
16/08/2014,20838
16/08/2014,4347
16/08/2014,24217
16/08/2014,19737
17/08/2014,1469
17/08/2014,12492
17/08/2014,3178
17/08/2014,18772
17/08/2014,9799
18/08/2014,1795
18/08/2014,16037
18/08/2014,3135
18/08/2014,20213
18/08/2014,10221
19/08/2014,2044
19/08/2014,16428
19/08/2014,3643
19/08/2014,16441
19/08/2014,10273
20/08/2014,2146
20/08/2014,15374
20/08/2014,4726
20/08/2014,19801
20/08/2014,12474
21/08/2014,1814
21/08/2014,15285
21/08/2014,4097
21/08/2014,19811
21/08/2014,10987
22/08/2014,2177
22/08/2014,16802
22/08/2014,4445
22/08/2014,21583
22/08/2014,10111
23/08/2014,2599
23/08/2014,18734
23/08/2014,5723
23/08/2014,18822
23/08/2014,16559
24/08/2014,1822
24/08/2014,15821
24/08/2014,4362
24/08/2014,25796
24/08/2014,10117
25/08/2014,1538
25/08/2014,14552
25/08/2014,2710
25/08/2014,14609
25/08/2014,8856
26/08/2014,2062
26/08/2014,16463
26/08/2014,3518
